Prov.; Des.  ;   q   ;    Q     ; H     ;Epoch     ; M    ;Peri. ;Node   ;Incl. ; e     ; a      ;Opps.    ; Ref.      
2010;JB80   ;10.246;15.509;12.02  ;20240331;122.2 ; 172.2;  21.0 ; 17.9 ;204;12.877;9;E2021-M50  
2010;HM23   ;13.893;41.796;10.92  ;20240331; 37.8 ; 318.4; 256.9 ;  5.6 ;501;27.844;( 50d)   ;E2021-M50  
2010;GX34   ;16.561;40.983; 8.39  ;20240331; 10.9 ; 357.0; 279.2 ; 11.6 ;424;28.772;9;E2024-M25  
2010;FH92   ;5.828;43.052;11.4   ;20240331; 41.8 ; 314.1; 280.3 ; 61.8 ;762;24.440;3;MPO456668  
2010;EU65   ;17.005;22.702; 9.1   ;20240331; 11.7 ; 239.6;   4.7 ; 14.6 ;143;19.854;5;MPO562242  
2010;ES65   ;9.451;33.626;11.9   ;20240331; 55.0 ; 238.3; 273.3 ; 10.4 ;561;21.539;5;MPO373492  
2010;EQ65   ;35.775;83.659; 6.5   ;20240331; 21.0 ; 179.8; 337.6 ; 24.9 ;401;59.717;8;MPO473180  
2010;BL4    ;8.542;28.519;12.0   ;20240331; 66.2 ; 252.6; 227.1 ; 20.9 ;539;18.530;4;MPO339436  
2010;BK118  ;6.146;852.665;10.3   ;20240331;  0.5 ; 179.2; 175.9 ;143.9 ;0.986 4;29.406;6;MPO554264  
2009;XM26   ;25.186;61.933; 7.9   ;20240331; 29.4 ; 145.7; 282.3 ; 21.6 ;422;43.560;10;MPO543505  
2009;MG10   ;31.075;64.909; 7.0   ;20240331; 32.5 ; 182.7;  84.5 ; 20.0 ;353;47.992;4;E2021-M50  
2009;ME10   ;22.232;36.160; 8.21  ;20240331; 10.3 ; 348.8; 345.4 ; 14.5 ;239;29.196;15;E2024-M35  
2009;KY36   ;27.688;74.765; 9.1   ;20090529; 35.1 ;  64.8;  34.1 ; 24.7 ;459;51.227;( 28d)   ;MPO215168  
2009;KX36   ;38.407;140.672; 7.82  ;20240331;353.0 ;  94.9; 143.2 ; 19.0 ;571;89.539;6;MPO810411  
2009;KT36   ;27.510;59.357; 8.8   ;20090509;292.4 ; 261.3;  32.0 ; 29.7 ;367;43.434;(  6d)   ;MPO215168  
2009;KN30   ;30.494;107.399; 7.9   ;20240331; 13.6 ; 306.3; 284.7 ;  4.6 ;558;68.947;4;MPO413613  
2009;KK30   ;37.589;81.844; 7.1   ;20240331; 57.2 ; 262.6; 259.8 ; 14.3 ;371;59.716;3;MPO201130  
2009;KA37   ;33.910;73.429; 8.6   ;20090529;332.6 ; 114.3; 128.3 ; 15.3 ;368;53.670;( 28d)   ;MPO215168  
2009;JY18   ;30.113;78.551; 8.6   ;20090509;323.2 ; 227.3;  35.4 ; 22.4 ;446;54.332;( 11d)   ;MPO215168  
2009;JX18   ;20.171;54.993; 9.8   ;20090509;319.1 ; 231.1;  40.7 ; 20.2 ;463;37.582;( 11d)   ;MPO215167  
2009;JU18   ;38.313;74.531; 8.5   ;20090509; 25.4 ;  99.9;  27.7 ; 27.2 ;321;56.422;( 11d)   ;MPO215167  
2009;JT18   ;32.189;55.822; 8.6   ;20090509; 64.8 ; 317.1; 129.6 ; 18.8 ;269;44.005;( 11d)   ;MPO215167  
2009;JF19   ;30.774;57.196; 8.4   ;20090509; 67.5 ;  21.2;  60.0 ; 16.1 ;300;43.985;( 11d)   ;MPO215168  
2009;JC19   ;34.524;67.012; 7.5   ;20090509; 72.7 ;  39.1;  33.3 ; 30.8 ;320;50.768;( 11d)   ;MPO215168  
2009;DT143  ;33.520;43.016; 9.8   ;20090310;306.5 ;  88.0; 165.4 ; 30.2 ;124;38.268;( 64d)   ;MPO215164  
2009;DQ143  ;32.450;56.184; 8.0   ;20090218;217.0 ; 279.8;  61.0 ; 11.4 ;268;44.317;( 35d)   ;MPO215164  
2009;143,00 DM;35.881;72.817; 9.4   ;20090310;  8.4 ;  19.9; 146.1 ; 16.3 ;340;54.349;( 72d)   ;MPO215164  
2009;DJ143  ;37.408;93.107; 6.54  ;20240331;354.7 ;  84.2; 142.0 ; 17.6 ;427;65.258;8;E2024-F28  
2008;UZ331  ;17.712;19.014; 9.4   ;20081021;359.9 ; 284.8;  74.6 ; 32.6 ;35;18.363;(  1d)   ;MPO149145  
2008;UA332  ;37.072;116.808; 6.16  ;20240331; 23.1 ; 227.3; 109.1 ; 30.7 ;518;76.940;7;MPO732674  
2008;RG167  ;6.258;27.379;13.1   ;20240331; 76.2 ; 204.1; 175.8 ;  8.3 ;628;16.819;4;E2020-H77  
2008;HY21   ;5.454;16.487;12.2   ;20240331;162.6 ; 164.3;  53.3 ; 12.0 ;503;10.970;4;MPO339416  
2008;AU138  ;20.268;44.483; 6.67  ;20240331;213.2 ; 253.5;  50.3 ; 42.8 ;374;32.376;6;E2024-F62  
2007;VH305  ;8.158;40.230;11.6   ;20240331; 41.7 ; 248.6; 165.8 ;  6.2 ;663;24.194;5;MPO473147  
2007;TX431  ;26.727;68.747; 8.8   ;20071027;345.5 ; 219.6; 212.0 ; 16.6 ;440;47.737;( 53d)   ;MPO141889  
2007;TU431  ;20.865;377.211;10.39  ;20240331;  0.7 ; 225.9; 195.7 ;  6.6 ;0.895 1;99.038;( 54d)   ;MPO704997  
2007;TR436  ;25.497;100.491; 9.5   ;20071027;  0.0 ; 179.6; 195.7 ; 31.7 ;595;62.994;( 31d)   ;MPO147443  
2007;TJ422  ;9.334;29.851;11.3   ;20240331; 95.4 ; 317.2; 318.6 ;  2.9 ;524;19.592;4;MPO361135  
2007;TB434  ;8.477;8.931;14.7   ;20071007;359.7 ;   1.4;  12.7 ;  9.8 ;26;8.704;(  1d)   ;MPO141890  
2007;TB418  ;34.112;81.216; 6.00  ;20240331;301.0 ;  40.8;  94.8 ;  6.5 ;408;57.664;7;E2021-XE0  
2007;RZ326  ;34.429;72.299; 8.41  ;20240331;350.1 ; 103.4; 296.4 ; 37.3 ;355;53.364;6;MPO781195  
2007;RL314  ;39.280;41.994; 6.96  ;20240331;120.7 ;  29.5; 211.3 ; 21.0 ;33;40.637;7;MPO713810  
2007;LJ38   ;38.384;105.341; 7.46  ;20240331;  4.7 ; 118.2; 137.8 ; 31.5 ;466;71.862;7;E2022-N78  
2007;LH38   ;36.813;227.770; 7.8   ;20240331;  2.2 ; 130.3; 122.9 ; 34.2 ;0.722 1;32.292;7;MPO477580  
2007;LG38   ;31.393;78.875; 7.9   ;20240331; 23.6 ;  75.7; 139.7 ; 32.6 ;431;55.134;6;MPO477580  
2007;LF38   ;38.876;134.514; 5.9   ;20240331; 25.4 ;  12.2; 169.4 ; 35.8 ;552;86.695;7;MPO477580  
2007;FO51   ;35.889;64.405; 7.18  ;20240331;357.2 ; 150.3;  43.1 ; 28.0 ;284;50.147;10;MPO750185  
2007;FN51   ;33.216;141.015; 7.51  ;20240331; 18.4 ;   9.6; 102.2 ; 23.2 ;619;87.115;7;MPO703250  
2007;BP102  ;17.715;29.944;10.6   ;20240331; 44.5 ; 125.0;  45.3 ; 64.9 ;257;23.830;5;MPO382672  
2007;BO81   ;35.958;72.247; 7.40  ;20240331; 14.3 ;  15.2; 116.3 ;  9.7 ;335;54.103;7;MPO725219  
2006;WG206  ;35.655;65.158; 6.92  ;20240331; 45.5 ; 122.3; 317.2 ; 14.3 ;293;50.407;8;MPO740083  
2006;UT321  ;28.520;48.827; 9.4   ;20061012;360.0 ; 341.7;  89.0 ;  5.4 ;263;38.673;(  1d)   ;MPO121361  
2006;TO130  ;30.915;42.590; 7.64  ;20240331;  7.6 ; 170.4; 233.9 ;  1.0 ;159;36.753;14;E2024-L94  
2006;SL371  ;35.237;59.988; 7.7   ;20061012; 13.5 ; 207.4; 175.8 ; 22.5 ;260;47.612;( 36d)   ;MPO111292  
2006;SH415  ;37.131;63.487; 8.01  ;20240331;360.0 ;  69.0; 310.4 ; 25.0 ;262;50.309;7;MPO723792  
2006;QW180  ;30.668;45.562; 7.5   ;20060813;360.0 ; 180.5; 156.7 ; 12.3 ;195;38.115;(  1d)   ;MPO121360  
2006;QT180  ;33.662;124.238; 7.24  ;20240331; 13.4 ; 158.3; 124.7 ; 21.0 ;574;78.950;2;MPO725198  
2006;QS181  ;32.168;83.534; 8.0   ;20061012; 20.6 ;  83.9; 230.7 ; 14.8 ;444;57.851;(121d)   ;MPO114780  
2006;QS180  ;38.585;74.681; 7.19  ;20240331;  0.1 ;  31.8; 299.7 ; 27.3 ;319;56.633;4;MPO725198  
2006;QP181  ;36.865;40.109; 7.0   ;20060813;360.0 ; 185.1; 159.7 ; 26.7 ;42;38.487;(  1d)   ;MPO121360  
2006;QP180  ;13.276;63.522; 9.6   ;20240331; 36.7 ;  53.3; 237.6 ;  4.9 ;654;38.399;5;MPO434910  
2006;QH181  ;38.860;93.920; 4.62  ;20240331;114.4 ; 208.7;  73.9 ; 19.0 ;415;66.390;6;E2023-Y63  
2006;QG181  ;20.443;96.253; 9.0   ;20240331; 23.5 ; 314.1;  38.7 ;  7.2 ;650;58.348;3;MPO456553  
2006;QD181  ;37.762;39.582; 6.9   ;20060813;360.0 ; 293.6;  69.2 ;  2.4 ;24;38.672;(  1d)   ;MPO121360  
2006;HX122  ;35.860;103.406; 6.12  ;20240331; 45.3 ; 257.2; 250.5 ; 12.9 ;485;69.633;5;E2024-K11  
2006;HS122  ;28.226;61.790; 7.4   ;20060614;307.1 ; 298.7;  18.1 ;  4.3 ;373;45.008;(119d)   ;MPO111170  
2006;HR122  ;38.883;84.119; 7.6   ;20240331; 22.5 ; 145.0;  50.4 ;  3.5 ;368;61.501;2;MPO137499  
2006;HO122  ;34.682;102.554; 7.97  ;20240331;  0.9 ;  45.2; 199.2 ; 17.4 ;495;68.618;( 57d)   ;MPO725191  
2006;HG123  ;30.612;37.954; 7.58  ;20240331;251.4 ; 152.4; 207.6 ; 27.1 ;107;34.283;( 55d)   ;MPO725192  
2006;HC123  ;31.290;41.524; 7.33  ;20240331;165.9 ;  31.8;  57.3 ; 12.6 ;141;36.407;4;MPO662770  
2006;BS284  ;33.460;85.187; 6.70  ;20240331;334.9 ; 248.6; 327.9 ;  4.6 ;436;59.324;8;MPO686218  
2006;AO98   ;34.645;41.111; 7.9   ;20240331;316.4 ;  84.0; 126.0 ; 23.9 ;85;37.878;4;MPO339391  
2006;AO101  ;30.170;64.755; 6.53  ;20240331;197.5 ; 204.4; 104.7 ;  1.2 ;364;47.463;( 51d)   ;MPO725184  
2006;AM98   ;35.859;226.628; 7.40  ;20240331;  6.8 ; 157.4; 308.6 ; 13.1 ;0.727 1;31.244;6;MPO725184  
2006;AL98   ;35.467;85.190; 8.99  ;20240331;  4.1 ;  28.4; 124.8 ; 10.4 ;412;60.328;4;MPO725183  
2006;AA99   ;25.306;31.498;12.09  ;20240331; 44.1 ;   1.4; 126.7 ; 32.4 ;109;28.402;(  1d)   ;MPO725184  
2005;VB123  ;17.592;17.896;10.2   ;20051106;  0.0 ;   2.8;  39.5 ; 38.9 ;9;17.744;( 29d)   ;MPO 97975  
2005;TH173  ;13.764;26.048;11.7   ;20240331; 49.2 ; 230.9; 193.2 ; 13.5 ;309;19.906;2;E2021-M50  
2005;PT21   ;36.098;114.693; 7.19  ;20240331; 26.8 ; 108.1; 177.1 ;  7.9 ;521;75.396;6;MPO659815  
2005;LC54   ;36.133;98.248; 6.7   ;20240331;349.8 ; 237.2;  65.6 ; 22.5 ;462;67.190;4;MPO339384  
2005;GX206  ;33.111;103.787; 7.27  ;20240331;  1.3 ;  90.1; 126.0 ;  9.3 ;516;68.449;11;E2024-LE6  
2005;GH228  ;29.755;43.363; 8.39  ;20240331;  6.7 ; 208.8; 311.8 ; 17.2 ;186;36.559;7;E2024-F62  
2005;EF304  ;38.534;132.085; 7.3   ;20240331;  2.1 ; 198.2;  15.6 ; 18.7 ;548;85.309;6;MPO419354  
2004;XQ190  ;22.824;23.291;12.0   ;20041201;359.9 ; 169.5; 305.8 ;  6.3 ;10;23.058;(  2d)   ;MPO 90213  
2004;VU130  ;35.848;89.952; 6.9   ;20240331; 53.3 ; 272.7;  42.9 ;  8.0 ;430;62.900;6;MPO373447  
2004;VT130  ;7.985;10.093;15.5   ;20041022;359.3 ;   2.0;  38.8 ; 18.3 ;117;9.039;(  1d)   ;MPO170092  
2004;VP112  ;8.288;9.113;15.0   ;20041022;359.3 ; 181.0; 219.0 ;  6.9 ;47;8.701;(  1d)   ;MPO138037  
2004;VM131  ;20.690;118.435; 8.4   ;20240331; 17.4 ; 138.3; 225.8 ; 14.0 ;703;69.563;5;MPO419354  
2004;VH131  ;22.349;99.402; 9.7   ;20240331; 25.5 ; 308.8;  39.5 ; 11.9 ;633;60.875;3;MPO201696  
2004;VG131  ;31.661;98.690; 8.39  ;20240331; 16.3 ; 345.5;  42.6 ; 13.6 ;514;65.175;4;E2021-VR4  
2004;VE131  ;31.509;53.692; 7.6   ;20240331;325.3 ; 271.1; 219.1 ;  5.2 ;260;42.601;4;MPO285667  
2004;UT10   ;34.553;61.146; 7.0   ;20041111;180.0 ;   5.5; 184.8 ; 15.4 ;278;47.850;( 58d)   ;MPO 87642  
2004;TZ387  ;5.397;8.672;15.83  ;20240331;181.2 ;  19.7; 113.9 ;  5.2 ;233;7.035;4;E2024-G51  
2004;TX357  ;28.862;44.800; 8.66  ;20240331; 15.3 ;  36.0;  36.3 ; 16.2 ;216;36.831;7;MPO598878  
2004;TU357  ;27.366;59.191; 8.0   ;20041002; 14.4 ; 356.0;  14.7 ;  7.1 ;368;43.278;( 50d)   ;MPO339383  
2004;TE282  ;29.090;40.181; 8.3   ;20240331;338.2 ;  78.1;  45.7 ; 20.6 ;160;34.635;5;MPO331242  
2004;SC60   ;32.128;56.187; 7.20  ;20240331;352.7 ;  48.2; 358.9 ;  1.0 ;272;44.157;14;E2024-H78  
2004;OS15   ;38.107;74.149; 7.29  ;20240331;  0.8 ; 203.4; 123.6 ;  4.2 ;321;56.128;7;MPO781038  
2004;OP15   ;36.411;40.955; 6.78  ;20240331;300.1 ;  92.6; 289.2 ; 23.0 ;59;38.683;6;MPO713699  
2004;OL14   ;33.980;64.176; 8.29  ;20240331; 16.3 ; 183.4; 123.4 ; 21.2 ;308;49.078;3;E2024-C82  
2004;MO10   ;20.287;40.381; 8.12  ;20240331;225.9 ; 196.0; 252.3 ;  8.3 ;331;30.334;( 51d)   ;E2020-N37  
2004;MK10   ;27.124;143.470; 8.01  ;20240331; 22.3 ;  88.5; 103.3 ;  8.8 ;682;85.297;( 51d)   ;E2020-MB0  
2004;LZ32   ;32.652;49.106; 7.91  ;20240331; 12.6 ; 198.5;  93.4 ;  8.9 ;201;40.879;( 62d)   ;E2020-N37  
2004;LX32   ;14.464;116.250; 8.23  ;20240331; 37.0 ;  40.2; 106.4 ;  4.8 ;779;65.357;( 37d)   ;E2020-N37  
2004;LW32   ;32.221;77.661; 8.11  ;20240331;339.3 ; 112.9; 236.5 ;  3.0 ;414;54.941;( 37d)   ;E2020-N37  
2004;LV32   ;36.862;40.714; 8.94  ;20240331;108.9 ;  89.4;  94.4 ; 18.8 ;50;38.788;( 37d)   ;E2020-N21  
2004;LR31   ;14.678;26.071; 9.10  ;20240331; 68.6 ;  99.4; 164.5 ; 16.8 ;280;20.375;15;E2024-L94  
2004;LE33   ;25.885;39.003; 8.77  ;20240331;220.4 ; 197.7; 248.6 ;  5.8 ;202;32.444;(  2d)   ;E2020-N37  
2004;LB33   ;25.722;40.451; 8.5   ;20040604;179.6 ; 204.6; 243.3 ;  4.5 ;223;33.086;(  2d)   ;MPO554014  
2004;LA33   ;37.092;38.948; 8.6   ;20040624;  0.1 ; 164.7; 106.1 ;  6.5 ;24;38.020;( 64d)   ;MPO686138  
2004;KZ18   ;34.271;76.066; 8.4   ;20240331; 12.7 ;  11.2; 232.2 ; 22.7 ;379;55.168;4;MPO369022  
2004;KV18   ;24.573;35.661; 8.74  ;20240331; 86.4 ; 294.2; 235.7 ; 13.6 ;184;30.117;5;MPO686138  
2004;KM19   ;33.814;61.211; 8.2   ;20240331; 24.6 ; 305.8; 283.8 ;  1.7 ;288;47.513;3;MPO201685  
2004;KL19   ;32.304;62.624; 8.7   ;20240331; 19.6 ; 199.2;  38.7 ;  5.7 ;319;47.464;4;MPO201684  
2004;KH19   ;35.789;45.501; 6.4   ;20240331;149.6 ; 224.1; 233.0 ; 35.3 ;119;40.645;6;MPO446894  
2004;KD19   ;37.340;38.918; 7.4   ;20240331;194.0 ;  64.9;   4.8 ;  2.1 ;21;38.129;4;MPO198048  
2004;HQ79   ;36.533;88.929; 7.8   ;20240331; 14.0 ; 173.2;  37.3 ;  6.5 ;418;62.731;4;MPO342212  
2004;HO79   ;32.411;77.256; 7.3   ;20240331; 41.5 ; 119.3;  53.7 ;  5.6 ;409;54.833;4;MPO201683  
2004;EG96   ;32.054;78.131; 8.11  ;20240331; 13.7 ;  16.1; 196.5 ; 16.2 ;418;55.093;7;MPO639856  
2004;CJ39   ;6.650;19.030;13.6   ;20240331;166.0 ; 125.3; 334.4 ;  3.6 ;482;12.840;3;E2021-M50  
2003;UY292  ;15.913;27.816;10.2   ;20031028;  0.0 ;  23.9;  28.3 ;  8.6 ;272;21.864;( 29d)   ;MPO 58041  
2003;UC414  ;24.202;28.113; 8.32  ;20240331;219.0 ;  25.3; 160.9 ; 26.4 ;75;26.157;( 58d)   ;MPO704958  
2003;UA414  ;36.748;129.364; 4.97  ;20240331; 22.6 ; 102.2; 211.0 ; 22.3 ;558;83.056;15;E2024-L94  
2003;QY91   ;31.955;133.041; 7.7   ;20030809;360.0 ; 189.9; 169.0 ; 26.2 ;613;82.498;(  1d)   ;MPO 50805  
2003;QX91   ;32.840;55.205; 8.46  ;20240331; 35.8 ; 333.5; 351.9 ; 27.6 ;254;44.022;5;MPO659779  
2003;QP91   ;33.177;40.213; 7.55  ;20240331;148.2 ; 198.8;  26.6 ;  6.5 ;96;36.695;8;E2023-Y46  
2003;QP112  ;14.184;28.074;12.7   ;20030918;290.5 ; 106.8; 332.1 ; 31.2 ;329;21.129;( 54d)   ;MPO 53763  
2003;QO112  ;16.545;50.118;11.9   ;20030918; 29.1 ; 276.6; 334.3 ;  7.0 ;504;33.331;( 54d)   ;MPO 53763  
2003;QN112  ;16.743;33.488;12.9   ;20030918;341.9 ; 220.1; 148.5 ;  7.9 ;333;25.115;( 54d)   ;MPO 53763  
2003;QM112  ;13.170;153.626;14.1   ;20030918;  0.2 ; 179.0; 148.3 ; 16.4 ;842;83.398;( 54d)   ;MPO 53763  
2003;QD112  ;8.031;30.140;10.7   ;20240331;111.8 ; 274.5;   0.5 ; 14.5 ;579;19.085;4;MPO402936  
2003;QC112  ;14.998;26.211; 8.7   ;20240331;233.2 ;  21.4; 158.6 ; 18.2 ;272;20.605;7;MPO542871  
2003;OS33   ;33.382;105.724; 7.5   ;20240331; 21.8 ; 166.0; 131.5 ; 20.7 ;520;69.553;2;E2021-M50  
2003;LH7    ;12.002;21.925;12.5   ;20030521;359.8 ;   4.4; 244.8 ; 21.2 ;292;16.964;(  1d)   ;MPO 50768  
2003;LA7    ;35.870;115.927; 6.5   ;20240331;350.3 ; 272.1;  34.2 ;  5.6 ;527;75.898;5;MPO157383  
2003;KQ20   ;8.515;12.610;13.1   ;20030521;359.7 ; 357.7; 252.1 ;  5.7 ;194;10.563;(  1d)   ;MPO 50767  
2003;HL57   ;27.830;128.781; 5.74  ;20240331;341.2 ; 297.1;   5.6 ;  6.4 ;645;78.306;( 34d)   ;MPO676521  
2003;FZ129  ;37.980;84.592; 7.4   ;20240331; 16.4 ; 160.9;  28.1 ;  5.8 ;380;61.286;8;MPO477528  
2003;FJ127  ;33.202;56.019; 7.5   ;20240331;326.8 ;  92.0; 162.3 ; 22.9 ;256;44.611;3;MPO339377  
2003;FH129  ;27.500;113.389; 8.3   ;20240331; 26.2 ; 296.2; 171.6 ; 18.7 ;610;70.445;5;MPO335165  
2003;FD128  ;37.240;38.966; 7.67  ;20240331; 79.0 ; 328.1; 149.2 ;  5.3 ;23;38.103;7;E2024-H66  
2002;VG131  ;12.550;25.660;11.3   ;20021122; 33.6 ;  99.8; 213.4 ; 21.2 ;343;19.105;( 26d)   ;MPO158444  
2002;TZ300  ;6.282;50.307; 7.33  ;20240331;277.3 ; 158.3;  42.3 ;  7.2 ;778;28.294;( 59d)   ;MPO688832  
2002;TT351  ;6.444;7.855;13.34  ;20240331; 53.3 ;  46.4; 284.1 ;  8.7 ;99;7.149;15;E2024-L94  
2002;TK301  ;13.969;18.230;13.4   ;20020923;359.8 ; 183.0; 206.8 ; 24.4 ;132;16.100;(  1d)   ;MPO 38499  
2002;PQ152  ;21.037;30.821; 9.2   ;20240331; 69.6 ; 357.4; 324.7 ;  9.3 ;189;25.929;10;MPO473064  
2002;PK149  ;37.113;37.113; 7.0   ;20020725;  0.0 ;  23.4; 306.9 ;  4.8 ;0;37.113;(  1d)   ;MPO 38365  
2002;GW32   ;32.173;37.619; 7.5   ;20240331;222.6 ; 123.5; 276.7 ;  6.4 ;78;34.896;4;MPO446889  
2002;GB32   ;35.330;364.903; 7.80  ;20240331;  1.3 ;  36.9; 177.1 ; 14.2 ;0.823 2;116;8;MPO750185  
2002;GA32   ;34.942;69.049; 7.7   ;20240331;343.7 ;  68.1; 244.8 ; 15.2 ;328;51.996;4;MPO157365  
2002;FY36   ;22.515;41.185; 8.63  ;20240331;  9.2 ; 255.7; 332.7 ;  5.4 ;293;31.850;5;E2022-L29  
2002;CZ248  ;32.273;73.726; 8.2   ;20240331; 40.3 ; 310.5; 135.2 ;  5.5 ;391;53.000;6;MPO473059  
2002;CB249  ;12.202;40.582; 9.9   ;20240331; 42.3 ; 227.9; 352.0 ; 16.2 ;538;26.392;( 69d)   ;E2021-M50  
2002;CA249  ;12.744;28.681;12.0   ;20020215;  0.1 ; 182.4; 313.6 ;  6.4 ;385;20.713;( 37d)   ;MPO 27862  
2001;XZ255  ;15.295;16.467;11.1   ;20240331;220.0 ; 287.4;  77.8 ;  2.6 ;37;15.881;2;MPO 48174  
2001;XJ255  ;33.236;41.832; 7.54  ;20240331;220.8 ; 359.2; 280.4 ; 11.0 ;115;37.534;( 35d)   ;MPO688825  
2001;OT108  ;32.428;101.474; 9.2   ;20010710;360.0 ; 177.3; 129.3 ;  1.4 ;516;66.951;(  1d)   ;MPO 16127  
2001;OO108  ;34.791;67.715; 7.9   ;20240331; 59.8 ; 227.7;  22.8 ;  1.2 ;321;51.253;2;MPO363036  
2001;OM109  ;34.871;102.366; 7.9   ;20240331; 39.6 ; 292.1; 306.9 ;  3.6 ;492;68.619;4;MPO157350  
2001;KZ76   ;38.220;119.775; 7.8   ;20010531; 10.3 ; 137.1;  41.9 ; 25.7 ;516;78.997;( 17d)   ;MPO 14451  
2001;KG77   ;33.977;89.108; 8.1   ;20240331;  8.5 ;  15.7; 250.6 ; 15.5 ;448;61.543;3;MPO 48035  
2001;KG76   ;33.893;68.691; 6.2   ;20240331; 69.7 ;  63.3;  96.0 ;  1.6 ;339;51.292;4;MPO157350  
2001;FN194  ;34.989;98.918; 8.3   ;20010312;360.0 ; 181.9;   0.1 ;  7.4 ;477;66.954;(  9d)   ;MPO 30455  
2001;FM194  ;34.294;72.970; 7.40  ;20240331;  0.8 ;  44.2; 181.9 ; 28.7 ;361;53.632;9;MPO703100  
2001;FK194  ;28.010;124.639; 8.9   ;20010312;360.0 ; 358.5; 182.6 ;  8.8 ;633;76.325;(  8d)   ;MPO 41681  
2001;DV108  ;33.800;57.579; 8.2   ;20240331;335.7 ; 254.4; 338.5 ;  4.7 ;260;45.690;2;MPO 29689  
2000;YY1    ;29.887;97.951; 7.1   ;20240331;346.9 ; 292.3; 209.6 ;  7.9 ;532;63.919;2;MPO 22759  
2000;WW12   ;30.902;75.854; 7.6   ;20240331;349.1 ; 328.4; 161.6 ;  2.5 ;421;53.378;2;MPO249860  
2000;SU331  ;31.515;88.205; 9.5   ;20000913;360.0 ; 319.6;  98.2 ;  3.5 ;474;59.860;(  1d)   ;MPO  6409  
2000;SS331  ;30.481;96.885; 9.5   ;20000913;360.0 ; 272.8; 146.7 ;  3.0 ;521;63.683;(  1d)   ;MPO  6409  
2000;SR331  ;31.119;80.558; 8.74  ;20240331; 15.3 ; 239.3; 194.5 ;  4.3 ;443;55.838;6;E2021-XE0  
2000;SQ331  ;20.473;119.142;10.7   ;20000913;360.0 ; 332.5;  86.0 ;  5.4 ;707;69.807;(  1d)   ;MPO  6409  
2000;SM331  ;32.300;82.417; 9.0   ;20000913;360.0 ; 346.3;  72.3 ; 12.0 ;437;57.358;(  1d)   ;MPO  6409  
2000;QN252  ;36.507;36.507; 7.7   ;20000804;  0.0 ;  54.8; 263.8 ;  1.5 ;0;36.507;( 28d)   ;MPO 41668  
2000;QL252  ;34.326;58.104; 7.6   ;20240331; 57.0 ; 123.0; 162.4 ; 23.6 ;257;46.215;3;E2021-PB1  
2000;QK226  ;36.985;120.231; 7.84  ;20240331; 10.7 ; 186.2; 158.1 ; 24.1 ;530;78.608;( 10d)   ;MPO676501  
2000;QG226  ;38.043;92.657; 7.73  ;20240331; 13.8 ; 215.0; 129.2 ;  1.8 ;418;65.350;( 10d)   ;MPO676501  
2000;PS30   ;34.981;93.940; 8.8   ;20000804;  0.0 ; 243.5;  72.9 ;  2.8 ;457;64.460;(  1d)   ;MPO  4979  
2000;PH30   ;38.299;117.398; 7.8   ;20240331;351.4 ; 241.6; 127.2 ;  8.1 ;508;77.848;5;MPO561900  
2000;PF30   ;38.079;115.572; 7.9   ;20240331; 22.3 ; 337.9; 293.7 ;  6.3 ;504;76.825;4;MPO157344  
2000;OB51   ;36.530;39.514; 8.04  ;20240331; 13.0 ; 214.0; 126.8 ;  4.5 ;39;38.022;6;MPO713660  
2000;KL4    ;36.023;41.000; 7.6   ;20240331;263.8 ; 231.0; 148.0 ; 21.3 ;65;38.511;6;MPO477501  
2000;GM137  ;6.910;8.786;14.28  ;20240331;  0.8 ; 124.0;  89.6 ; 15.9 ;120;7.848;5;MPO686043  
2000;GL147  ;32.121;39.166; 7.81  ;20240331;290.4 ; 299.8;  25.5 ; 13.8 ;99;35.643;( 32d)   ;MPO688816  
2000;GK147  ;30.963;83.714; 9.2   ;20000406; 13.4 ; 141.9;   1.6 ;  6.1 ;460;57.338;( 35d)   ;MPO104136  
2000;GF147  ;38.182;164.688; 8.46  ;20240331;  7.6 ; 184.1;  27.3 ;  3.5 ;0.624 1;1.435;( 29d)   ;MPO676500  
2000;FZ53   ;12.341;35.052;11.4   ;20240331;102.4 ; 291.0; 202.6 ; 34.9 ;479;23.696;3;MPO 41625  
2000;FY53   ;17.471;116.903; 8.80  ;20240331;356.0 ; 283.7;  28.5 ; 21.5 ;740;67.187;( 35d)   ;MPO676500  
2000;CS105  ;38.422;39.476; 7.72  ;20240331;321.7 ; 219.2;  16.7 ;  5.3 ;14;38.949;4;MPO824380  
2000;CP105  ;34.478;131.851; 7.7   ;20000206;359.7 ;   1.9; 133.1 ; 19.4 ;585;83.164;( 21d)   ;MPC 39601  
2000;CO104  ;20.491;27.509;10.0   ;20240331; 86.4 ; 136.1; 353.3 ;  3.1 ;146;24.000;4;MPO339366  
1999;RZ214  ;36.840;135.449; 7.8   ;20240331; 20.2 ; 115.1; 214.5 ; 20.4 ;572;86.144;5;MPO542765  
1999;RW215  ;30.665;42.632; 7.95  ;20240331;350.7 ; 187.3; 252.9 ; 10.5 ;163;36.648;5;MPO598754  
1999;RU214  ;36.994;74.788; 6.97  ;20240331; 61.0 ; 108.6; 137.8 ;  4.3 ;338;55.891;5;MPO639784  
1999;OH4    ;39.021;42.274; 8.3   ;20240331; 43.7 ; 169.0; 124.2 ; 28.2 ;40;40.647;4;MPO157338  
